ExperimentName;Subject;Session;Clock.Information;DataFile.Basename;debriefing_1;debriefing_2;debriefing_3;Display.RefreshRate;ExperimentVersion;Group;InstrucAllg.DEVICE;Intro.DEVICE;Intro2.DEVICE;RandomSeed;RuntimeCapabilities;RuntimeVersion;RuntimeVersionExpected;SessionDate;SessionStartDateTimeUtc;SessionTime;StudioVersion;Counterbalance;CounterbalanceList;CounterbalanceList.Cycle;CounterbalanceList.Sample;InstrucSwitch.DEVICE;Intro4.DEVICE;Procedure[Counterbalance];Running[Counterbalance];Block;FdbSwitches.DEVICE;InstrucFlanker.DEVICE;InstrucSimon.DEVICE;MixedList;MixedList.Cycle;MixedList.Sample;PostList;PostList.Cycle;PostList.Sample;PreList;PreList.Cycle;PreList.Sample;Procedure[Block];Running[Block];Trial;BlockNr;ITIDuration;Procedure[Trial];Running[Trial];SwitchList;SwitchList.Cycle;SwitchList.Sample;SwitchTask.DEVICE;SwitchTask.RESP;SwitchTask.RT;SwitchTask.RTTime;TASK;TrainListFlankerPre20;TrainListFlankerPre20.Cycle;TrainListFlankerPre20.Sample;TrainListFlankerPre80;TrainListFlankerPre80.Cycle;TrainListFlankerPre80.Sample;TrainListSimonPre20;TrainListSimonPre20.Cycle;TrainListSimonPre20.Sample;TrainListSimonPre80;TrainListSimonPre80.Cycle;TrainListSimonPre80.Sample;LogLevel5;BlockTrial;Colour;COMP;CorrectResp;errormsg;Flanker;FlankerList20;FlankerList20.Cycle;FlankerList20.Sample;FlankerList50;FlankerList50.Cycle;FlankerList50.Sample;FlankerList80;FlankerList80.Cycle;FlankerList80.Sample;POS;Procedure[LogLevel5];Running[LogLevel5];Side;SimonList20;SimonList20.Cycle;SimonList20.Sample;SimonList50;SimonList50.Cycle;SimonList50.Sample;SimonList80;SimonList80.Cycle;SimonList80.Sample;Target;Target.ACC;Target.CRESP;Target.DEVICE;Target.RESP;Target.RT;TrialNr 
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;5;395;;TrainFlankerProc20;TrainListFlankerPre20;;;;;;;;;1;2;10;;;;;;;;;;10;10;white;1;{BACKSLASH};;S;8;10;100;;;;;;;;TrialProc;FlankerList20;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};439;710
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;1;1;white;-1;{BACKSLASH};;H;;;;;;;6;6;51;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};438;711
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;2;2;white;-1;a;;S;;;;;;;5;6;52;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;513;712
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;3;3;white;-1;{BACKSLASH};;H;;;;;;;4;6;53;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};586;713
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;4;4;white;1;{BACKSLASH};;S;;;;;;;2;6;54;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};427;714
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;5;5;white;-1;{BACKSLASH};;H;;;;;;;8;6;55;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};463;715
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;6;6;white;-1;a;;S;;;;;;;9;6;56;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;511;716
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;7;7;white;-1;{BACKSLASH};;H;;;;;;;10;6;57;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};417;717
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;8;8;white;-1;a;;S;;;;;;;7;6;58;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;388;718
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;9;9;white;1;a;Fehler!;H;;;;;;;1;6;59;;TrialProc;FlankerList80;50%;;;;;;;;;;H;0;a;Keyboard;{BACKSLASH};503;719
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;6;396;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;6;;;;;;;10;10;white;-1;a;;S;;;;;;;3;6;60;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;522;720
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;1;1;white;-1;a;;S;;;;;;;3;7;61;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;518;721
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;2;2;white;-1;{BACKSLASH};Fehler!;H;;;;;;;6;7;62;;TrialProc;FlankerList80;50%;;;;;;;;;;S;0;{BACKSLASH};Keyboard;a;430;722
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;3;3;white;-1;{BACKSLASH};;H;;;;;;;4;7;63;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};405;723
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;4;4;white;-1;{BACKSLASH};;H;;;;;;;10;7;64;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};404;724
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;5;5;white;1;{BACKSLASH};;S;;;;;;;2;7;65;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};458;725
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;6;6;white;-1;a;;S;;;;;;;9;7;66;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;466;726
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;7;7;white;-1;a;;S;;;;;;;5;7;67;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;419;727
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;8;8;white;1;a;;H;;;;;;;1;7;68;;TrialProc;FlankerList80;50%;;;;;;;;;;H;1;a;Keyboard;a;810;728
SeminarExperimentWS2324;306;1;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">7094437297712</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2023-10-26T19:56:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";SeminarExperimentWS2324-0306-1;;;;60.033;1.0.0.48;1;Keyboard;Keyboard;Keyboard;-845970411;Full;3.0.3.214;3.0.3.214;10-26-2023;26.10.2023 19:56;21:56:40;3.0.3.214;1;2;2;1;Keyboard;Keyboard;CounterBalanceProc;CounterbalanceList;10;;Keyboard;;;;;2;2;2;;;;TrainProcFlank;PostList;7;397;;TrainFlankerProc80;TrainListFlankerPre80;;;;;;;;;;;;1;2;7;;;;;;;9;9;white;-1;{BACKSLASH};;H;;;;;;;8;7;69;;TrialProc;FlankerList80;50%;;;;;;;;;;S;1;{BACKSLASH};Keyboard;{BACKSLASH};471;729
